timestamp,cell_id,band,rsrp_dbm,sinr_db,cqi,prb_utilization_dl,throughput_dl_mbps,latency_ms,packet_loss_rate,rrc_setup_success_rate,handover_success_rate,call_drop_rate,active_users
2026-01-05 03:30:00,Cell_003,B20,-99.61,18.08,9.6,48.82,69.57,20.17,0.004,98.67,98.0,0.0057,89
2026-01-05 03:45:00,Cell_003,n78,-89.14,12.09,12.0,54.55,98.04,22.5,0.0051,98.96,97.82,0.0049,82
2026-01-05 04:00:00,Cell_003,B7,-96.14,13.77,11.1,55.97,65.95,16.63,0.0022,97.74,95.69,0.0057,71
2026-01-05 04:15:00,Cell_003,B20,-95.51,12.68,10.4,58.58,78.62,24.06,0.0051,98.24,97.33,0.0072,75
2026-01-05 04:30:00,Cell_003,B3,-102.16,15.64,12.1,45.76,90.17,20.48,0.0064,98.48,96.9,0.0058,89
2026-01-05 04:45:00,Cell_003,B7,-87.76,19.13,11.0,54.52,64.98,27.06,0.0045,99.15,99.21,0.0058,57
2026-01-05 05:00:00,Cell_003,B3,-85.84,16.66,11.3,56.07,76.84,28.87,0.0078,99.41,97.36,0.0078,84
2026-01-05 05:15:00,Cell_003,B3,-95.01,20.12,11.3,54.44,73.24,21.65,0.006,99.36,97.56,0.0026,85
2026-01-05 05:30:00,Cell_003,B20,-93.07,9.6,13.7,53.46,71.3,22.51,0.0082,98.17,98.15,0.0071,91
2026-01-05 05:45:00,Cell_003,B20,-91.27,14.48,12.5,41.08,55.78,26.46,0.0073,98.79,97.41,0.0054,99
2026-01-05 06:00:00,Cell_003,B7,-94.44,14.06,13.8,34.12,77.0,17.28,0.0058,98.24,94.91,0.0068,83
2026-01-05 06:15:00,Cell_003,B20,-102.5,17.52,13.0,59.92,75.59,24.18,0.0087,99.51,98.13,0.0041,91
2026-01-05 06:30:00,Cell_003,B7,-101.05,16.41,14.2,53.12,86.73,24.73,0.0059,98.73,96.18,0.0041,106
2026-01-05 06:45:00,Cell_003,B7,-85.14,12.03,12.4,47.3,75.4,25.84,0.008,98.55,98.41,0.0066,97
2026-01-05 07:00:00,Cell_003,n78,-81.21,16.41,12.0,35.13,63.77,28.95,0.0066,97.35,98.04,0.0049,108
2026-01-05 07:15:00,Cell_003,B20,-92.44,15.61,12.7,40.82,62.07,23.21,0.0077,97.7,95.33,0.0076,80
2026-01-05 07:30:00,Cell_003,B3,-101.28,12.96,11.0,55.44,64.29,30.63,0.0046,98.09,98.54,0.0064,80
2026-01-05 07:45:00,Cell_003,B3,-92.78,19.06,13.1,41.47,71.58,24.36,0.004,98.47,97.01,0.0083,105
2026-01-05 08:00:00,Cell_003,B7,-93.07,3.12,7.4,52.71,17.66,20.12,0.0156,99.37,96.84,0.0093,81
2026-01-05 08:15:00,Cell_003,n78,-85.57,1.23,4.8,43.31,24.71,20.2,0.0246,98.77,95.99,0.0046,83
2026-01-05 08:30:00,Cell_003,B7,-92.1,3.3,6.3,59.49,22.67,25.94,0.033,98.72,98.57,0.007,63
2026-01-05 08:45:00,Cell_003,B20,-95.45,4.34,6.1,33.95,26.97,29.15,0.0279,97.73,95.97,0.0059,83
2026-01-05 09:00:00,Cell_003,B3,-96.31,2.74,5.8,54.68,23.55,24.84,0.0202,98.74,94.14,0.0066,86
2026-01-05 09:15:00,Cell_003,B7,-92.71,2.39,4.4,49.3,22.98,19.66,0.038,99.27,95.27,0.0064,80
2026-01-05 09:30:00,Cell_003,B7,-97.85,3.51,4.5,44.3,13.34,22.39,0.0331,98.36,99.46,0.0088,76
2026-01-05 09:45:00,Cell_003,n78,-86.2,3.5,5.5,46.67,28.5,25.57,0.0322,97.53,97.11,0.0082,71
2026-01-05 10:00:00,Cell_003,B20,-100.08,13.4,12.2,43.66,65.06,16.71,0.0095,99.0,97.77,0.0079,96
2026-01-05 10:15:00,Cell_003,B20,-93.22,14.51,10.4,69.08,77.56,22.14,0.0069,97.89,98.5,0.0047,95
2026-01-05 10:30:00,Cell_003,B20,-90.08,15.28,11.0,47.55,66.23,22.2,0.009,98.43,96.21,0.005,103
2026-01-05 10:45:00,Cell_003,n78,-88.62,16.68,10.6,52.59,65.56,22.96,0.0079,99.02,96.02,0.0043,90
2026-01-05 11:00:00,Cell_003,B20,-101.58,15.83,9.1,42.93,68.36,22.32,0.0049,98.5,96.46,0.0031,99
2026-01-05 11:15:00,Cell_003,B7,-88.24,17.53,8.8,50.39,78.76,19.88,0.006,98.43,98.84,0.0098,65
2026-01-05 11:30:00,Cell_003,B7,-96.58,17.94,12.4,40.03,76.93,23.57,0.0071,98.64,98.2,0.0062,86
2026-01-05 11:45:00,Cell_003,B20,-86.52,16.74,12.0,42.68,61.55,21.73,0.0048,98.97,97.98,0.0057,108
2026-01-05 12:00:00,Cell_003,B3,-90.78,12.53,13.2,47.51,73.26,22.64,0.0042,97.62,97.63,0.0044,131
2026-01-05 12:15:00,Cell_003,B20,-97.43,11.23,11.7,60.23,72.65,26.29,0.0023,98.09,95.93,0.0022,90
2026-01-05 12:30:00,Cell_003,n78,-98.61,13.39,9.8,51.17,75.06,27.58,0.0075,99.18,97.0,0.0066,95
2026-01-05 12:45:00,Cell_003,B20,-91.29,13.81,10.5,41.46,76.22,23.62,0.0047,98.1,95.79,0.008,89
2026-01-05 13:00:00,Cell_003,B20,-87.96,13.32,9.0,56.17,66.63,22.36,0.0061,99.19,97.02,0.0036,96
2026-01-05 13:15:00,Cell_003,B7,-94.42,20.66,11.0,30.12,75.57,31.78,0.0092,99.6,95.98,0.0078,78
2026-01-05 13:30:00,Cell_003,B20,-98.36,13.07,10.1,55.19,80.01,25.11,0.0033,98.31,96.25,0.0077,104
2026-01-05 13:45:00,Cell_003,n78,-86.72,12.73,7.2,33.86,86.22,22.39,0.0045,99.49,98.27,0.006,84
2026-01-05 14:00:00,Cell_003,B3,-90.86,19.8,11.6,53.81,83.69,19.32,0.0075,98.32,94.48,0.0017,74
2026-01-05 14:15:00,Cell_003,B20,-89.34,15.34,11.3,63.61,59.31,23.89,0.0066,98.06,97.03,0.0028,108
2026-01-05 14:30:00,Cell_003,n78,-81.84,14.9,12.4,47.57,71.69,21.66,0.0062,98.69,96.22,0.0057,79
2026-01-05 14:45:00,Cell_003,B7,-80.5,14.73,13.2,46.44,74.59,18.71,0.0051,98.63,98.59,0.0064,107
2026-01-05 15:00:00,Cell_003,B20,-83.86,14.82,14.3,44.12,64.34,19.16,0.0107,98.99,96.67,0.0085,98
2026-01-05 15:15:00,Cell_003,B3,-82.17,10.36,10.6,44.3,52.26,28.24,0.0055,98.94,99.36,0.0053,82
2026-01-05 15:30:00,Cell_003,B20,-87.06,13.3,10.1,56.46,75.79,15.82,0.0035,99.4,97.4,0.0045,86
2026-01-05 15:45:00,Cell_003,B20,-91.93,17.21,9.1,41.27,74.73,23.6,0.0071,97.76,97.36,0.0082,95
2026-01-05 16:00:00,Cell_003,B3,-92.48,12.5,10.9,58.08,70.81,20.44,0.005,98.62,96.63,0.007,95
2026-01-05 16:15:00,Cell_003,B3,-87.56,19.27,12.4,40.53,62.96,23.7,0.0051,97.82,96.56,0.0051,79
2026-01-05 16:30:00,Cell_003,B7,-86.11,15.6,14.5,49.36,69.1,24.02,0.0065,98.76,99.08,0.0043,100
2026-01-05 16:45:00,Cell_003,n78,-90.96,10.29,12.1,58.14,63.43,23.96,0.0025,97.74,98.05,0.0051,72
2026-01-05 17:00:00,Cell_003,n78,-94.61,13.59,12.0,56.71,50.95,32.62,0.0079,99.24,96.33,0.0079,119
2026-01-05 17:15:00,Cell_003,n78,-82.87,11.6,12.9,60.75,80.13,34.37,0.004,98.19,97.78,0.0081,129
2026-01-05 17:30:00,Cell_003,n78,-88.21,15.4,9.2,59.5,62.35,36.86,0.0092,98.97,97.29,0.0075,121
2026-01-05 17:45:00,Cell_003,B7,-92.77,12.53,9.3,68.67,61.86,34.75,0.0071,98.65,97.56,0.0059,136
2026-01-05 18:00:00,Cell_003,B20,-90.15,2.59,7.9,66.41,22.63,29.89,0.0285,99.26,98.07,0.0071,158
2026-01-05 18:15:00,Cell_003,B20,-93.99,1.95,7.6,65.09,22.42,32.96,0.0183,97.95,97.42,0.0057,121
2026-01-05 18:30:00,Cell_003,B7,-92.26,3.56,6.1,71.41,24.24,33.36,0.0317,98.13,96.08,0.0036,145
2026-01-05 18:45:00,Cell_003,n78,-100.81,1.72,4.5,71.02,21.86,28.05,0.0188,98.07,97.56,0.0074,111
2026-01-05 19:00:00,Cell_003,n78,-96.11,2.46,6.2,65.07,26.57,26.79,0.0249,99.11,96.58,0.0049,146
2026-01-05 19:15:00,Cell_003,n78,-89.6,4.13,7.2,61.61,30.01,31.75,0.0356,97.88,98.02,0.0069,112
2026-01-05 19:30:00,Cell_003,B3,-100.31,3.76,4.8,61.26,27.27,31.75,0.0336,97.63,96.55,0.009,115
2026-01-05 19:45:00,Cell_003,B20,-88.29,3.76,5.4,74.91,30.9,33.04,0.0267,98.79,97.34,0.0043,111
2026-01-05 20:00:00,Cell_003,B7,-87.17,2.26,5.6,60.82,7.5,28.49,0.0268,98.56,95.91,0.0067,153
2026-01-05 20:15:00,Cell_003,n78,-93.57,2.36,6.8,63.39,28.61,30.49,0.0237,97.82,97.96,0.0018,119
2026-01-05 20:30:00,Cell_003,B20,-95.7,3.48,5.6,74.59,23.63,27.89,0.0244,98.67,96.51,0.0071,122
2026-01-05 20:45:00,Cell_003,B3,-91.24,2.24,5.8,73.52,22.95,44.35,0.0278,98.79,97.7,0.004,124
2026-01-05 21:00:00,Cell_003,B3,-87.68,14.51,10.1,75.08,67.74,25.57,0.0054,98.6,97.78,0.0078,134
2026-01-05 21:15:00,Cell_003,B7,-89.07,15.19,10.1,63.91,60.19,31.86,0.0022,98.26,97.06,0.0054,127
2026-01-05 21:30:00,Cell_003,B3,-97.39,10.12,10.5,72.11,76.88,35.13,0.0031,98.36,97.26,0.0064,138
2026-01-05 21:45:00,Cell_003,B3,-96.59,15.19,11.6,72.61,51.94,30.62,0.0006,98.13,96.48,0.004,132
2026-01-05 22:00:00,Cell_003,B3,-103.3,15.65,9.7,51.89,59.18,24.12,0.0054,98.68,97.12,0.0055,66
2026-01-05 22:15:00,Cell_003,n78,-99.39,13.25,11.0,43.13,78.25,22.88,0.0041,98.33,97.23,0.0066,114
2026-01-05 22:30:00,Cell_003,B3,-92.37,16.28,11.0,44.0,56.51,21.96,0.0039,97.46,96.2,0.0039,96
2026-01-05 22:45:00,Cell_003,B20,-88.99,12.29,10.6,33.13,67.06,25.6,0.0076,98.07,98.05,0.003,71
2026-01-05 23:00:00,Cell_003,B7,-83.64,16.48,10.9,30.44,51.78,24.52,0.0053,97.84,97.07,0.0062,101
2026-01-05 23:15:00,Cell_003,B7,-91.32,18.69,11.0,47.08,82.64,20.09,0.0116,98.73,97.38,0.0071,114
2026-01-05 23:30:00,Cell_003,B7,-100.03,19.21,10.5,48.86,59.21,26.1,0.0047,98.56,96.72,0.0099,116
2026-01-05 23:45:00,Cell_003,B7,-91.77,15.19,10.5,56.85,68.71,22.31,0.008,98.18,96.96,0.0028,98
2026-01-05 00:00:00,Cell_004,B7,-88.39,19.39,9.8,49.89,62.57,23.09,0.0075,98.56,95.59,0.0034,69
2026-01-05 00:15:00,Cell_004,B7,-89.54,21.19,12.9,32.83,86.21,27.75,0.0029,98.32,98.1,0.0071,70
2026-01-05 00:30:00,Cell_004,B7,-102.69,14.33,12.6,48.15,67.01,27.56,0.0079,99.29,97.87,0.0082,98
2026-01-05 00:45:00,Cell_004,B20,-90.67,15.27,10.7,38.3,62.45,22.87,0.0065,99.36,96.96,0.008,103
2026-01-05 01:00:00,Cell_004,n78,-89.03,14.27,12.9,53.09,60.1,24.65,0.0093,98.39,97.45,0.0071,73
2026-01-05 01:15:00,Cell_004,B20,-89.45,10.82,10.1,56.61,75.57,22.78,0.0069,98.46,97.01,0.0073,78
2026-01-05 01:30:00,Cell_004,B20,-93.56,10.24,9.7,60.55,75.85,18.71,0.0029,98.43,98.56,0.0056,106
2026-01-05 01:45:00,Cell_004,n78,-90.24,16.41,9.1,55.5,68.65,27.45,0.0044,98.61,97.35,0.0057,94
2026-01-05 02:00:00,Cell_004,B20,-95.25,19.82,12.5,41.91,77.68,21.03,0.0036,99.12,95.3,0.0079,84
2026-01-05 02:15:00,Cell_004,B7,-93.06,16.23,11.8,41.39,79.18,24.45,0.0035,98.4,98.38,0.0094,98
2026-01-05 02:30:00,Cell_004,B20,-89.55,17.55,12.0,54.28,75.63,23.71,0.0048,97.36,97.34,0.0064,96
2026-01-05 02:45:00,Cell_004,n78,-98.69,16.94,13.9,48.63,71.38,25.24,0.0101,97.89,97.2,0.0044,80
2026-01-05 03:00:00,Cell_004,B20,-85.26,20.4,11.6,44.99,96.93,22.29,0.0049,97.44,98.4,0.0079,122
2026-01-05 03:15:00,Cell_004,B20,-98.95,19.37,11.1,54.45,55.52,29.87,0.0076,98.48,97.65,0.0045,80
2026-01-05 03:30:00,Cell_004,B3,-101.26,17.59,12.7,42.39,75.48,22.94,0.0067,98.12,96.12,0.0081,87
2026-01-05 03:45:00,Cell_004,n78,-81.89,15.14,9.7,57.82,78.31,26.91,0.0084,98.11,96.87,0.0057,70
2026-01-05 04:00:00,Cell_004,n78,-85.32,15.71,9.1,35.55,88.65,23.64,0.0047,98.34,95.52,0.0088,82
2026-01-05 04:15:00,Cell_004,B3,-85.16,15.15,13.0,50.05,80.53,26.88,0.0072,98.71,96.77,0.0098,75
2026-01-05 04:30:00,Cell_004,n78,-91.93,16.21,10.4,50.52,70.31,17.67,0.006,97.84,95.27,0.0063,95
2026-01-05 04:45:00,Cell_004,B3,-89.37,16.7,8.3,37.11,91.74,19.81,0.0072,98.09,97.08,0.0047,96
2026-01-05 05:00:00,Cell_004,B3,-94.24,11.85,11.4,38.3,76.27,34.51,0.0087,98.93,96.91,0.0021,69
2026-01-05 05:15:00,Cell_004,B7,-85.59,12.63,10.0,46.67,61.38,19.09,0.0059,97.97,96.26,0.0044,95
2026-01-05 05:30:00,Cell_004,n78,-92.89,16.79,10.8,45.77,76.7,26.67,0.0057,98.55,96.22,0.0043,99
2026-01-05 05:45:00,Cell_004,n78,-89.78,16.37,11.4,48.37,78.96,27.74,0.0078,98.44,98.39,0.0065,97
2026-01-05 06:00:00,Cell_004,B3,-90.76,12.79,12.0,70.76,68.25,24.28,0.0051,98.21,98.54,0.0047,81
2026-01-05 06:15:00,Cell_004,B3,-99.94,12.73,8.6,53.05,100.0,22.53,0.0027,99.04,96.27,0.0086,84
2026-01-05 06:30:00,Cell_004,B20,-92.89,17.27,10.7,44.03,70.01,18.91,0.0068,97.43,96.56,0.0075,92
2026-01-05 06:45:00,Cell_004,B20,-89.05,14.8,12.6,55.4,76.46,27.71,0.0075,98.24,95.66,0.0068,96
2026-01-05 07:00:00,Cell_004,n78,-96.68,12.28,11.6,47.43,53.14,25.5,0.0023,97.93,98.35,0.0096,71
2026-01-05 07:15:00,Cell_004,B3,-93.65,15.13,13.5,44.06,67.23,30.19,0.0053,98.93,95.52,0.0057,65
2026-01-05 07:30:00,Cell_004,n78,-87.8,14.85,10.6,42.01,69.79,25.2,0.008,96.92,96.17,0.0063,87
2026-01-05 07:45:00,Cell_004,B20,-89.98,15.8,10.6,43.79,69.54,28.59,0.0045,98.46,97.18,0.0091,84
2026-01-05 08:00:00,Cell_004,n78,-85.84,14.81,10.7,45.37,69.44,27.42,0.0065,98.64,95.87,0.0041,118
2026-01-05 08:15:00,Cell_004,B3,-92.89,12.68,13.0,50.25,77.78,23.45,0.0054,98.4,95.62,0.0058,92
2026-01-05 08:30:00,Cell_004,B7,-91.57,8.0,10.9,69.92,80.66,20.76,0.0072,98.05,95.65,0.0053,89
2026-01-05 08:45:00,Cell_004,B3,-101.36,11.55,11.0,44.73,75.95,19.14,0.0074,97.79,98.64,0.0026,73
2026-01-05 09:00:00,Cell_004,n78,-83.68,15.95,11.8,48.14,61.74,22.04,0.0036,97.73,97.4,0.0038,92
2026-01-05 09:15:00,Cell_004,B20,-98.51,15.89,10.3,59.25,75.24,28.94,0.0045,98.53,96.02,0.0052,84
2026-01-05 09:30:00,Cell_004,B7,-98.08,10.76,7.7,39.55,78.27,17.61,0.0033,99.57,96.36,0.0066,97
2026-01-05 09:45:00,Cell_004,B3,-88.69,10.43,10.7,35.05,96.46,17.62,0.0039,97.88,95.5,0.0087,122
2026-01-05 10:00:00,Cell_004,B3,-98.6,8.29,10.7,45.47,65.49,24.89,0.0068,98.69,96.68,0.0038,97
2026-01-05 10:15:00,Cell_004,B7,-91.94,17.67,12.1,36.63,57.66,20.98,0.0039,98.95,97.35,0.0082,94
2026-01-05 10:30:00,Cell_004,B7,-86.0,16.41,11.1,59.84,73.15,22.78,0.0043,98.92,98.24,0.0059,106
2026-01-05 10:45:00,Cell_004,B7,-101.85,14.83,10.9,42.18,95.84,23.74,0.0052,98.52,95.0,0.0045,102
2026-01-05 11:00:00,Cell_004,n78,-96.14,18.93,12.9,52.14,67.45,23.04,0.0044,97.9,95.96,0.0048,74
2026-01-05 11:15:00,Cell_004,B7,-99.82,15.66,11.3,61.61,65.32,25.18,0.0066,98.35,97.74,0.0076,93
2026-01-05 11:30:00,Cell_004,B20,-93.79,10.9,9.9,43.02,60.76,25.76,0.0084,97.96,97.28,0.0039,84
2026-01-05 11:45:00,Cell_004,B3,-95.45,16.81,10.0,56.09,69.54,21.4,0.0035,98.65,97.9,0.0065,119
2026-01-05 12:00:00,Cell_004,B3,-93.54,14.05,11.7,41.3,83.66,25.45,0.0065,98.91,98.72,0.0063,86
2026-01-05 12:15:00,Cell_004,B7,-84.46,17.9,10.6,48.04,73.95,25.45,0.0033,97.57,96.11,0.0041,79
2026-01-05 12:30:00,Cell_004,B7,-92.84,15.59,9.3,44.31,77.87,26.38,0.0046,98.6,99.2,0.006,78
2026-01-05 12:45:00,Cell_004,B20,-92.87,15.28,10.8,47.75,57.57,20.15,0.0057,98.4,96.43,0.0056,89
2026-01-05 13:00:00,Cell_004,B7,-92.5,16.2,10.2,52.58,75.76,27.46,0.0074,98.85,96.9,0.0065,103
2026-01-05 13:15:00,Cell_004,B3,-95.26,13.11,11.3,51.32,63.76,23.7,0.0058,97.17,96.78,0.0057,86
2026-01-05 13:30:00,Cell_004,B7,-98.08,12.53,7.3,44.15,68.04,21.96,0.0082,99.02,97.08,0.0053,102
2026-01-05 13:45:00,Cell_004,B3,-92.1,12.55,8.6,44.47,79.55,33.11,0.0061,98.04,95.82,0.0071,63
2026-01-05 14:00:00,Cell_004,B20,-87.91,16.31,10.7,52.52,73.71,20.89,0.0097,98.29,97.78,0.0012,106
2026-01-05 14:15:00,Cell_004,B7,-84.66,15.09,11.8,52.47,65.57,26.19,0.0044,98.13,98.13,0.0079,78
2026-01-05 14:30:00,Cell_004,n78,-95.23,17.2,9.6,50.85,79.47,23.65,0.008,98.32,96.79,0.004,102
2026-01-05 14:45:00,Cell_004,n78,-95.83,16.05,10.9,39.58,65.91,29.53,0.0064,97.89,97.31,0.0057,136
2026-01-05 15:00:00,Cell_004,B7,-93.9,19.26,8.4,48.75,91.94,23.54,0.0025,98.26,98.45,0.0068,76
2026-01-05 15:15:00,Cell_004,B7,-95.43,13.32,11.5,58.71,82.52,25.82,0.0033,97.7,97.53,0.0033,85
2026-01-05 15:30:00,Cell_004,B3,-97.69,11.93,10.9,52.03,82.62,26.43,0.0061,98.05,95.93,0.005,94
2026-01-05 15:45:00,Cell_004,B3,-90.32,8.7,9.9,57.64,72.79,18.33,0.0107,98.48,97.38,0.0068,83
2026-01-05 16:00:00,Cell_004,B20,-81.39,18.01,12.2,52.61,61.97,29.11,0.0043,98.67,95.36,0.0019,92
2026-01-05 16:15:00,Cell_004,n78,-96.05,9.03,11.8,64.96,85.9,22.97,0.006,99.03,98.12,0.0053,88
2026-01-05 16:30:00,Cell_004,n78,-89.23,14.6,10.8,59.04,84.1,25.91,0.0094,98.27,98.62,0.0071,134
2026-01-05 16:45:00,Cell_004,B7,-97.96,12.93,11.6,51.18,91.5,21.33,0.0078,99.2,97.7,0.0041,108
2026-01-05 17:00:00,Cell_004,n78,-89.0,15.61,11.3,92.65,36.26,52.35,0.0043,97.87,96.25,0.0064,180
2026-01-05 17:15:00,Cell_004,B20,-93.34,13.7,11.7,95.36,21.3,65.81,0.0025,99.17,98.51,0.0053,165
2026-01-05 17:30:00,Cell_004,B3,-96.0,16.03,12.6,91.28,35.86,49.37,0.0068,99.61,97.39,0.0052,166
2026-01-05 17:45:00,Cell_004,n78,-104.7,17.39,10.4,89.4,29.16,58.67,0.0046,98.42,97.41,0.0051,193
2026-01-05 18:00:00,Cell_004,B20,-95.3,20.03,10.7,93.01,26.27,60.94,0.0048,98.51,97.0,0.0065,134
2026-01-05 18:15:00,Cell_004,B20,-91.78,15.74,11.0,92.35,33.32,54.02,0.0041,100.0,96.28,0.0062,157
2026-01-05 18:30:00,Cell_004,B20,-89.16,9.69,13.6,91.25,25.43,68.1,0.0072,97.99,97.15,0.0051,139
2026-01-05 18:45:00,Cell_004,B20,-94.42,13.32,11.5,88.92,23.46,65.6,0.007,98.38,95.85,0.0062,160
2026-01-05 19:00:00,Cell_004,B3,-82.23,16.06,11.5,87.34,38.4,47.77,0.0079,98.77,96.82,0.0057,163
2026-01-05 19:15:00,Cell_004,B3,-87.62,8.39,8.9,90.86,14.6,63.5,0.0099,98.69,97.47,0.0046,167
2026-01-05 19:30:00,Cell_004,B7,-91.09,18.84,9.5,90.6,25.42,71.92,0.0061,98.22,95.99,0.0035,161
2026-01-05 19:45:00,Cell_004,n78,-85.65,13.4,11.3,95.71,35.51,61.3,0.0057,98.95,96.25,0.0057,177
2026-01-05 20:00:00,Cell_004,B3,-88.17,10.73,10.0,93.59,31.94,75.17,0.0032,98.39,95.51,0.0059,178
2026-01-05 20:15:00,Cell_004,B7,-94.11,17.45,9.0,92.06,20.62,58.06,0.0059,97.89,97.1,0.0038,194
2026-01-05 20:30:00,Cell_004,B20,-98.72,16.22,11.8,90.15,25.92,62.85,0.0048,98.63,97.38,0.0059,188
2026-01-05 20:45:00,Cell_004,B20,-93.57,22.28,9.9,94.27,25.71,59.94,0.0078,98.09,97.51,0.0065,178
2026-01-05 21:00:00,Cell_004,B3,-90.85,15.18,10.1,92.97,10.93,53.69,0.0054,99.56,96.1,0.0045,150
2026-01-05 21:15:00,Cell_004,B20,-90.8,13.5,8.9,93.82,34.91,56.48,0.0046,99.46,97.75,0.004,168
2026-01-05 21:30:00,Cell_004,B7,-91.54,17.86,12.1,88.44,21.07,59.7,0.0039,98.69,96.86,0.0061,168
2026-01-05 21:45:00,Cell_004,B3,-84.84,17.73,11.4,95.17,19.23,41.32,0.0067,97.95,97.3,0.0038,176
2026-01-05 22:00:00,Cell_004,B7,-91.89,6.92,12.7,49.09,63.81,27.98,0.0046,98.09,97.36,0.0096,111
2026-01-05 22:15:00,Cell_004,B20,-90.2,16.39,12.1,37.94,78.44,21.06,0.0066,98.36,97.5,0.0062,45
2026-01-05 22:30:00,Cell_004,B3,-88.79,16.34,10.9,61.14,75.11,25.75,0.0081,98.72,96.1,0.0011,81
2026-01-05 22:45:00,Cell_004,n78,-88.2,13.94,12.1,49.19,84.88,22.82,0.0069,98.8,98.5,0.0026,82
2026-01-05 23:00:00,Cell_004,B20,-84.27,15.72,10.6,54.06,80.69,22.56,0.0067,99.21,98.89,0.0075,89
2026-01-05 23:15:00,Cell_004,B3,-92.27,16.67,10.8,49.52,61.42,29.19,0.0037,98.24,97.1,0.01,82
2026-01-05 23:30:00,Cell_004,n78,-94.75,19.98,7.1,39.98,99.31,26.36,0.0038,98.47,97.07,0.0077,114
2026-01-05 23:45:00,Cell_004,B3,-90.06,13.38,12.1,42.41,61.67,16.96,0.0029,97.96,95.82,0.0066,71
2026-01-05 00:00:00,Cell_005,n78,-97.22,13.58,10.2,60.16,65.86,27.52,0.006,98.47,96.16,0.0059,77
2026-01-05 00:15:00,Cell_005,B3,-91.15,14.29,9.7,55.94,76.27,22.21,0.0063,98.45,96.13,0.0061,79
2026-01-05 00:30:00,Cell_005,B3,-100.11,13.92,11.8,42.44,97.21,27.54,0.0086,98.98,98.85,0.0044,52
2026-01-05 00:45:00,Cell_005,B3,-94.23,16.67,11.2,50.2,85.21,25.53,0.0076,97.94,95.9,0.0092,89
2026-01-05 01:00:00,Cell_005,B7,-95.11,13.05,10.0,37.73,57.0,23.22,0.0048,99.16,97.29,0.0065,78
2026-01-05 01:15:00,Cell_005,B3,-92.61,16.08,12.0,47.25,82.79,24.03,0.0076,98.21,95.19,0.0065,98
2026-01-05 01:30:00,Cell_005,B3,-89.89,13.95,9.9,52.41,76.26,21.76,0.0082,97.97,96.42,0.0093,100
2026-01-05 01:45:00,Cell_005,B7,-93.79,15.86,11.2,26.04,62.94,23.8,0.0053,98.65,98.13,0.0054,73
2026-01-05 02:00:00,Cell_005,B7,-93.63,14.53,10.6,65.93,49.59,22.45,0.006,98.03,97.9,0.0076,87
2026-01-05 02:15:00,Cell_005,n78,-93.35,14.66,10.9,47.37,70.12,25.01,0.0075,97.76,95.95,0.0025,100
2026-01-05 02:30:00,Cell_005,B20,-89.47,10.71,13.5,43.13,73.68,27.42,0.004,98.17,97.18,0.0117,92
2026-01-05 02:45:00,Cell_005,B7,-83.97,18.62,11.5,40.09,82.6,18.01,0.0092,98.62,94.35,0.0053,97
2026-01-05 03:00:00,Cell_005,B7,-88.42,12.45,9.2,47.43,72.32,22.61,0.0085,97.99,97.31,0.0061,66
2026-01-05 03:15:00,Cell_005,B3,-98.6,15.04,13.8,52.63,54.74,11.56,0.0075,98.44,98.14,0.0042,93
2026-01-05 03:30:00,Cell_005,B3,-89.74,13.66,10.4,48.2,77.43,23.94,0.0079,98.22,95.67,0.01,80
2026-01-05 03:45:00,Cell_005,B7,-94.84,14.8,11.1,44.91,71.83,23.84,0.0063,97.09,98.88,0.0057,96
2026-01-05 04:00:00,Cell_005,B3,-94.36,12.98,13.1,43.31,79.58,21.4,0.0051,98.35,98.28,0.0022,70
2026-01-05 04:15:00,Cell_005,B20,-101.74,11.74,9.9,35.08,64.66,15.94,0.004,99.22,97.4,0.0064,74
2026-01-05 04:30:00,Cell_005,B7,-97.7,14.87,12.2,55.22,78.31,21.05,0.006,98.31,96.8,0.0101,63
2026-01-05 04:45:00,Cell_005,n78,-93.17,18.64,8.9,42.85,66.71,23.11,0.0028,98.86,97.67,0.007,76
2026-01-05 05:00:00,Cell_005,B7,-96.5,14.0,14.0,48.77,60.12,24.72,0.0033,97.78,95.96,0.0051,101
2026-01-05 05:15:00,Cell_005,B7,-89.11,16.57,9.5,43.67,74.72,21.49,0.0054,98.76,96.65,0.0065,110
2026-01-05 05:30:00,Cell_005,B20,-86.1,16.68,8.9,39.18,63.66,20.58,0.0058,98.87,98.26,0.0066,82
2026-01-05 05:45:00,Cell_005,B3,-102.41,15.21,11.0,49.46,93.06,28.96,0.0076,97.92,96.49,0.0058,77
2026-01-05 06:00:00,Cell_005,n78,-90.22,11.74,12.7,48.82,54.71,23.79,0.0066,99.08,96.66,0.0077,91
2026-01-05 06:15:00,Cell_005,n78,-98.58,10.75,12.6,57.57,75.23,29.98,0.0081,98.91,96.09,0.0095,96
2026-01-05 06:30:00,Cell_005,B7,-95.34,15.77,8.7,53.6,62.46,25.48,0.005,98.34,96.24,0.0057,114
2026-01-05 06:45:00,Cell_005,B3,-85.07,16.06,11.0,54.75,83.3,20.68,0.0058,97.41,98.12,0.0101,89
2026-01-05 07:00:00,Cell_005,n78,-88.96,12.29,10.1,53.01,74.55,22.05,0.0047,98.58,96.59,0.0038,83
2026-01-05 07:15:00,Cell_005,B3,-90.3,14.47,9.0,55.91,44.61,22.21,0.0048,98.59,97.56,0.0083,78
